VARIANT	REF	WORKTREE	PATH	FAMILY	SCOPE	SAME_AS	PASS_1	PASS_2	PASS_3	DRIFT	NOTE
codex/held-reference-corpus:src/compas_cgal/adaptive/replay_trace.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/adaptive/replay_trace.py	adaptive candidates, traversal, transactions, replay, and generation	included	codex/auditor-convergence-sdd:src/compas_cgal/adaptive/replay_trace.py | codex/sdd-coherence:src/compas_cgal/adaptive/replay_trace.py | codex/exact-certified-adaptive-phase1-t9-zero-guide:src/compas_cgal/adaptive/replay_trace.py | perf/exact-rational-representation:src/compas_cgal/adaptive/replay_trace.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/adaptive/retrace_segment_trial.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/adaptive/retrace_segment_trial.py	adaptive candidates, traversal, transactions, replay, and generation	included	codex/auditor-convergence-sdd:src/compas_cgal/adaptive/retrace_segment_trial.py | codex/sdd-coherence:src/compas_cgal/adaptive/retrace_segment_trial.py | codex/exact-certified-adaptive-phase1-t9-zero-guide:src/compas_cgal/adaptive/retrace_segment_trial.py | perf/exact-rational-representation:src/compas_cgal/adaptive/retrace_segment_trial.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/adaptive/retrace_transaction.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/adaptive/retrace_transaction.py	adaptive candidates, traversal, transactions, replay, and generation	included	codex/auditor-convergence-sdd:src/compas_cgal/adaptive/retrace_transaction.py | codex/sdd-coherence:src/compas_cgal/adaptive/retrace_transaction.py | codex/exact-certified-adaptive-phase1-t9-zero-guide:src/compas_cgal/adaptive/retrace_transaction.py | perf/exact-rational-representation:src/compas_cgal/adaptive/retrace_transaction.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/adaptive/stock_area.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/adaptive/stock_area.py	stock, depletion, containment, and coverage	included	codex/auditor-convergence-sdd:src/compas_cgal/adaptive/stock_area.py | codex/sdd-coherence:src/compas_cgal/adaptive/stock_area.py | codex/exact-certified-adaptive-phase1-t9-zero-guide:src/compas_cgal/adaptive/stock_area.py | perf/exact-rational-representation:src/compas_cgal/adaptive/stock_area.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/adaptive/transaction.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/adaptive/transaction.py	adaptive candidates, traversal, transactions, replay, and generation	included	codex/auditor-convergence-sdd:src/compas_cgal/adaptive/transaction.py | codex/sdd-coherence:src/compas_cgal/adaptive/transaction.py | codex/exact-certified-adaptive-phase1-t9-zero-guide:src/compas_cgal/adaptive/transaction.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
perf/exact-rational-representation:src/compas_cgal/adaptive/transaction.py	perf/exact-rational-representation	none	src/compas_cgal/adaptive/transaction.py	adaptive candidates, traversal, transactions, replay, and generation	included		not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/adaptive/traversal.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/adaptive/traversal.py	adaptive candidates, traversal, transactions, replay, and generation	included	codex/auditor-convergence-sdd:src/compas_cgal/adaptive/traversal.py | codex/sdd-coherence:src/compas_cgal/adaptive/traversal.py | codex/exact-certified-adaptive-phase1-t9-zero-guide:src/compas_cgal/adaptive/traversal.py | perf/exact-rational-representation:src/compas_cgal/adaptive/traversal.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/adaptive/traversal_graph.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/adaptive/traversal_graph.py	adaptive candidates, traversal, transactions, replay, and generation	included	codex/auditor-convergence-sdd:src/compas_cgal/adaptive/traversal_graph.py | codex/sdd-coherence:src/compas_cgal/adaptive/traversal_graph.py | codex/exact-certified-adaptive-phase1-t9-zero-guide:src/compas_cgal/adaptive/traversal_graph.py | perf/exact-rational-representation:src/compas_cgal/adaptive/traversal_graph.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/adaptive/units.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/adaptive/units.py	adaptive candidates, traversal, transactions, replay, and generation	included	codex/auditor-convergence-sdd:src/compas_cgal/adaptive/units.py | codex/sdd-coherence:src/compas_cgal/adaptive/units.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/exact-certified-adaptive-phase1-t9-zero-guide:src/compas_cgal/adaptive/units.py	codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	none	src/compas_cgal/adaptive/units.py	adaptive candidates, traversal, transactions, replay, and generation	included	perf/exact-rational-representation:src/compas_cgal/adaptive/units.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
main:src/compas_cgal/booleans.py	main | jf/toolpath-redesign | codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation | jf/update_reconstruction_example	jf/toolpath-redesign=/Users/jelle/Code/CADCAM/compas_cgal_prs | codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/booleans.py	general COMPAS/CGAL bindings and public compatibility	included	jf/toolpath-redesign:src/compas_cgal/booleans.py | codex/held-reference-corpus:src/compas_cgal/booleans.py | codex/auditor-convergence-sdd:src/compas_cgal/booleans.py | codex/sdd-coherence:src/compas_cgal/booleans.py | codex/exact-certified-adaptive-phase1-t9-zero-guide:src/compas_cgal/booleans.py | perf/exact-rational-representation:src/compas_cgal/booleans.py | jf/update_reconstruction_example:src/compas_cgal/booleans.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
origin/main:src/compas_cgal/booleans.py	origin/main	none	src/compas_cgal/booleans.py	general COMPAS/CGAL bindings and public compatibility	included		not-started	not-started	not-started	clean	Remote-only inclusion (origin/main): unique first-party text has no local equivalent; uncertain activity resolved toward preservation
jf/toolpath-redesign:src/compas_cgal/engagement.py	jf/toolpath-redesign	jf/toolpath-redesign=/Users/jelle/Code/CADCAM/compas_cgal_prs	src/compas_cgal/engagement.py	point, guarded, and continuous engagement geometry	included		not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/engagement.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/engagement.py	point, guarded, and continuous engagement geometry	included	codex/auditor-convergence-sdd:src/compas_cgal/engagement.py | codex/sdd-coherence:src/compas_cgal/engagement.py | codex/exact-certified-adaptive-phase1-t9-zero-guide:src/compas_cgal/engagement.py | perf/exact-rational-representation:src/compas_cgal/engagement.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/engagement_audit/__init__.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/engagement_audit/__init__.py	point, guarded, and continuous engagement geometry	included	codex/auditor-convergence-sdd:src/compas_cgal/engagement_audit/__init__.py | codex/sdd-coherence:src/compas_cgal/engagement_audit/__init__.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/engagement_audit/classification.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/engagement_audit/classification.py	point, guarded, and continuous engagement geometry	included	codex/auditor-convergence-sdd:src/compas_cgal/engagement_audit/classification.py | codex/sdd-coherence:src/compas_cgal/engagement_audit/classification.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/engagement_audit/decision_limits.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/engagement_audit/decision_limits.py	point, guarded, and continuous engagement geometry	included	codex/auditor-convergence-sdd:src/compas_cgal/engagement_audit/decision_limits.py | codex/sdd-coherence:src/compas_cgal/engagement_audit/decision_limits.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/engagement_audit/digests.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/engagement_audit/digests.py	point, guarded, and continuous engagement geometry	included	codex/auditor-convergence-sdd:src/compas_cgal/engagement_audit/digests.py | codex/sdd-coherence:src/compas_cgal/engagement_audit/digests.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/engagement_audit/errors.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/engagement_audit/errors.py	point, guarded, and continuous engagement geometry	included	codex/auditor-convergence-sdd:src/compas_cgal/engagement_audit/errors.py | codex/sdd-coherence:src/compas_cgal/engagement_audit/errors.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/engagement_audit/identity.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/engagement_audit/identity.py	point, guarded, and continuous engagement geometry	included	codex/auditor-convergence-sdd:src/compas_cgal/engagement_audit/identity.py | codex/sdd-coherence:src/compas_cgal/engagement_audit/identity.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/engagement_audit/input.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/engagement_audit/input.py	point, guarded, and continuous engagement geometry	included	codex/auditor-convergence-sdd:src/compas_cgal/engagement_audit/input.py | codex/sdd-coherence:src/compas_cgal/engagement_audit/input.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/engagement_audit/operation_identity.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/engagement_audit/operation_identity.py	point, guarded, and continuous engagement geometry	included	codex/auditor-convergence-sdd:src/compas_cgal/engagement_audit/operation_identity.py | codex/sdd-coherence:src/compas_cgal/engagement_audit/operation_identity.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/engagement_audit/records.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/engagement_audit/records.py	point, guarded, and continuous engagement geometry	included	codex/auditor-convergence-sdd:src/compas_cgal/engagement_audit/records.py | codex/sdd-coherence:src/compas_cgal/engagement_audit/records.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/engagement_ordered_toolpath.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/engagement_ordered_toolpath.py	point, guarded, and continuous engagement geometry	included	codex/auditor-convergence-sdd:src/compas_cgal/engagement_ordered_toolpath.py | codex/sdd-coherence:src/compas_cgal/engagement_ordered_toolpath.py | codex/exact-certified-adaptive-phase1-t9-zero-guide:src/compas_cgal/engagement_ordered_toolpath.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/engagement_radial_toolpath.py	codex/held-reference-corpus | codex/sdd-coherence	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/engagement_radial_toolpath.py	point, guarded, and continuous engagement geometry	included	codex/sdd-coherence:src/compas_cgal/engagement_radial_toolpath.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/auditor-convergence-sdd:src/compas_cgal/engagement_radial_toolpath.py	codex/auditor-convergence-sdd | codex/exact-certified-adaptive-phase1-t9-zero-guide	codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd	src/compas_cgal/engagement_radial_toolpath.py	point, guarded, and continuous engagement geometry	included	codex/exact-certified-adaptive-phase1-t9-zero-guide:src/compas_cgal/engagement_radial_toolpath.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/engagement_rho_toolpath.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/engagement_rho_toolpath.py	point, guarded, and continuous engagement geometry	included	codex/auditor-convergence-sdd:src/compas_cgal/engagement_rho_toolpath.py | codex/sdd-coherence:src/compas_cgal/engagement_rho_toolpath.py | codex/exact-certified-adaptive-phase1-t9-zero-guide:src/compas_cgal/engagement_rho_toolpath.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/engagement_spiral_entry_toolpath.py	codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/engagement_spiral_entry_toolpath.py	point, guarded, and continuous engagement geometry	included	codex/auditor-convergence-sdd:src/compas_cgal/engagement_spiral_entry_toolpath.py | codex/sdd-coherence:src/compas_cgal/engagement_spiral_entry_toolpath.py | codex/exact-certified-adaptive-phase1-t9-zero-guide:src/compas_cgal/engagement_spiral_entry_toolpath.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/held-reference-corpus:src/compas_cgal/engagement_toolpath.py	codex/held-reference-corpus | codex/sdd-coherence	codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/engagement_toolpath.py	point, guarded, and continuous engagement geometry	included	codex/sdd-coherence:src/compas_cgal/engagement_toolpath.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
codex/auditor-convergence-sdd:src/compas_cgal/engagement_toolpath.py	codex/auditor-convergence-sdd | codex/exact-certified-adaptive-phase1-t9-zero-guide	codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd	src/compas_cgal/engagement_toolpath.py	point, guarded, and continuous engagement geometry	included	codex/exact-certified-adaptive-phase1-t9-zero-guide:src/compas_cgal/engagement_toolpath.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
main:src/compas_cgal/geodesics.py	main | jf/update_reconstruction_example	none	src/compas_cgal/geodesics.py	general COMPAS/CGAL bindings and public compatibility	included	jf/update_reconstruction_example:src/compas_cgal/geodesics.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
jf/toolpath-redesign:src/compas_cgal/geodesics.py	jf/toolpath-redesign | codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	jf/toolpath-redesign=/Users/jelle/Code/CADCAM/compas_cgal_prs | codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/geodesics.py	general COMPAS/CGAL bindings and public compatibility	included	codex/held-reference-corpus:src/compas_cgal/geodesics.py | codex/auditor-convergence-sdd:src/compas_cgal/geodesics.py | codex/sdd-coherence:src/compas_cgal/geodesics.py | codex/exact-certified-adaptive-phase1-t9-zero-guide:src/compas_cgal/geodesics.py | perf/exact-rational-representation:src/compas_cgal/geodesics.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
origin/main:src/compas_cgal/geodesics.py	origin/main	none	src/compas_cgal/geodesics.py	general COMPAS/CGAL bindings and public compatibility	included		not-started	not-started	not-started	clean	Remote-only inclusion (origin/main): unique first-party text has no local equivalent; uncertain activity resolved toward preservation
origin/jf/polylines:src/compas_cgal/geodesics.py	origin/jf/polylines	none	src/compas_cgal/geodesics.py	general COMPAS/CGAL bindings and public compatibility	included		not-started	not-started	not-started	clean	Remote-only inclusion (origin/jf/polylines): unique first-party text has no local equivalent; uncertain activity resolved toward preservation
main:src/compas_cgal/intersections.py	main | jf/toolpath-redesign | codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation | jf/update_reconstruction_example	jf/toolpath-redesign=/Users/jelle/Code/CADCAM/compas_cgal_prs | codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/intersections.py	general COMPAS/CGAL bindings and public compatibility	included	jf/toolpath-redesign:src/compas_cgal/intersections.py | codex/held-reference-corpus:src/compas_cgal/intersections.py | codex/auditor-convergence-sdd:src/compas_cgal/intersections.py | codex/sdd-coherence:src/compas_cgal/intersections.py | codex/exact-certified-adaptive-phase1-t9-zero-guide:src/compas_cgal/intersections.py | perf/exact-rational-representation:src/compas_cgal/intersections.py | jf/update_reconstruction_example:src/compas_cgal/intersections.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
jf/toolpath-redesign:src/compas_cgal/isolines.py	jf/toolpath-redesign | codex/held-reference-corpus | codex/auditor-convergence-sdd | codex/sdd-coherence | codex/exact-certified-adaptive-phase1-t9-zero-guide | perf/exact-rational-representation	jf/toolpath-redesign=/Users/jelle/Code/CADCAM/compas_cgal_prs | codex/held-reference-corpus=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-held-reference-corpus | codex/auditor-convergence-sdd=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-auditor-convergence-sdd | codex/sdd-coherence=/Users/jelle/Code/CADCAM/worktrees/compas_cgal_prs-sdd-coherence	src/compas_cgal/isolines.py	general COMPAS/CGAL bindings and public compatibility	included	codex/held-reference-corpus:src/compas_cgal/isolines.py | codex/auditor-convergence-sdd:src/compas_cgal/isolines.py | codex/sdd-coherence:src/compas_cgal/isolines.py | codex/exact-certified-adaptive-phase1-t9-zero-guide:src/compas_cgal/isolines.py | perf/exact-rational-representation:src/compas_cgal/isolines.py	not-started	not-started	not-started	clean	Tracked first-party textual variant
origin/main:src/compas_cgal/isolines.py	origin/main	none	src/compas_cgal/isolines.py	general COMPAS/CGAL bindings and public compatibility	included		not-started	not-started	not-started	clean	Remote-only inclusion (origin/main): unique first-party text has no local equivalent; uncertain activity resolved toward preservation
